# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 5.0.0
# Date file generated (UTC): 2022-01-11 23:00
Your Input	Gene ID	Gene Symbol	Gene Name	Species	NCBI ID	ENSEMBL ID	UniProtKB ID	PANTHER ID	Synonym	Mouse Ortholog
HGNC:2851	HGNC:2851	DGKD	diacylglycerol kinase delta	Homo sapiens	8527	ENSG00000280873	C9JY42 | H7BZR7 | A0A096LNI6 | Q16760 | Q53SE4 | Q53SV4 | A0A024R495 | H7C0L1	PTHR11255	FLJ26930 | diacylglycerol kinase, delta 130kDa | KIAA0145 | 130 kDa diacylglycerol kinase | dgkd-2 | DGKdelta | DAG kinase delta | DGK-delta | diglyceride kinase delta	MGI:2138334:Dgkd
HGNC:28510	HGNC:28510	GLIS3	GLIS family zinc finger 3	Homo sapiens	169792	ENSG00000107249	A0A0S2Z689 | A0A2R8YEK9 | A0A0S2Z649 | A0A0S2Z6Q5 | Q1PHI1 | Q1PHI2 | Q1PHI3 | Q1PHJ0 | Q1PHJ1 | Q1PHJ7 | Q1PHK2 | Q1PHK3 | Q1PHK4 | Q8NEA6 | Q1PHJ8 | F8WEV9 | Q1PHJ2	PTHR45718	ZNF515 | NDH | GLI-similar 3 | zinc finger protein GLIS3 | OK/KNS-cl.4 | MGC33662 | FLJ38999 | zinc finger protein 515 | FLJ90578	MGI:2444289:Glis3
HGNC:28511	HGNC:28511	CLDND2	claudin domain containing 2	Homo sapiens	125875	ENSG00000160318	Q8NHS1 | M0R1J6	N.A.	MGC33839 | claudin domain-containing protein 2	MGI:1921526:Cldnd2
HGNC:28512	HGNC:28512	FAM181B	family with sequence similarity 181 member B	Homo sapiens	220382	ENSG00000182103	A6NEQ2	PTHR33766	hypothetical protein LOC220382 | MGC33846 | family with sequence similarity 181, member B	MGI:1930951:Fam181b
HGNC:28513	HGNC:28513	KIAA2013	KIAA2013	Homo sapiens	90231	ENSG00000116685	Q8IYS2 | A0A024R4J3 | L8ECM5	PTHR31386	uncharacterized protein KIAA2013 | MGC33867 | RP5-1077B9.1	MGI:1924284:2510039O18Rik
HGNC:28514	HGNC:28514	CEP112	centrosomal protein 112	Homo sapiens	201134	ENSG00000154240	F5GYE8 | Q8N8E3 | J3QRD9 | J3QL98 | J3KSN4 | J3QSA5 | J3QQV3	N.A.	FLJ39610 | MGC33887 | CCDC46 | centrosomal protein of 112 kDa | coiled-coil domain-containing protein 46 | centrosomal protein 112kDa | coiled-coil domain containing 46 | MACOCO	MGI:1923673:Cep112
HGNC:28515	HGNC:28515	MAGEB18	MAGE family member B18	Homo sapiens	286514	ENSG00000176774	Q96M61	PTHR11736	melanoma antigen family B, 18 | melanoma antigen family B18 | melanoma-associated antigen B18 | MGC33889 | MAGE-B18 antigen	MGI:3045344:Mageb18
HGNC:28517	HGNC:28517	TMEM178A	transmembrane protein 178A	Homo sapiens	130733	ENSG00000152154	Q8NBL3	PTHR32005	MGC33926 | TMEM178 | transmembrane protein 178	MGI:1915277:Tmem178
HGNC:28518	HGNC:28518	IZUMO2	IZUMO family member 2	Homo sapiens	126123	ENSG00000161652	Q6UXV1 | M0QXA9 | M0R2L8 | M0QZG1	PTHR47745	C19orf41 | SCRL | PRO21961 | PLAL6978 | izumo sperm-egg fusion protein 2 | MGC33947 | hypothetical protein LOC126123	MGI:1922760:Izumo2
HGNC:28519	HGNC:28519	C11orf65	chromosome 11 open reading frame 65	Homo sapiens	160140	ENSG00000166323	Q8NCR3 | A0A024R3C9 | E9PQ22 | H0YD27	N.A.	mitochondrial fission factor interactor | hypothetical protein LOC160140 | uncharacterized protein C11orf65 | MFI | MGC33948	MGI:1922561:4930550C14Rik
HGNC:2852	HGNC:2852	DGKE	diacylglycerol kinase epsilon	Homo sapiens	8526	ENSG00000153933	P52429 | A1L4Q0 | I3L112 | I3L2V2	PTHR11255	diacylglycerol kinase, epsilon 64kDa | DAG kinase epsilon | diglyceride kinase epsilon | AHUS7 | DAGK5 | NPHS7 | DAGK6 | DGK-epsilon | DGK	MGI:1889276:Dgke
HGNC:28520	HGNC:28520	TERB2	telomere repeat binding bouquet formation protein 2	Homo sapiens	145645	ENSG00000167014	Q8NHR7 | H0YNH3 | H0YKV2	PTHR35345	uncharacterized protein C15orf43 | hypothetical protein LOC145645 | telomere repeats-binding bouquet formation protein 2 | MGC33951 | chromosome 15 open reading frame 43 | C15orf43	MGI:1921651:Terb2
HGNC:28521	HGNC:28521	FBXO43	F-box protein 43	Homo sapiens	286151	ENSG00000156509	Q4G163 | E5RHI5	N.A.	early mitotic inhibitor 2 | EMI2 | ERP1 | Fbx43 | endogenous meiotic inhibitor 2 | F-box only protein 43	MGI:1926053:Fbxo43
HGNC:28522	HGNC:28522	RNF182	ring finger protein 182	Homo sapiens	221687	ENSG00000180537	Q8N6D2 | A0A024QZW5 | C9IZ30 | C9JAK6 | C9JVS8 | C9JAJ3	PTHR46675	E3 ubiquitin-protein ligase RNF182 | FLJ40772 | RING-type E3 ubiquitin transferase RNF182 | MGC33993	MGI:3045355:Rnf182
HGNC:28523	HGNC:28523	NUDT9P1	nudix hydrolase 9 pseudogene 1	Homo sapiens	119369	ENSG00000234043	N.A.	N.A.	bA56M3.1 | MGC34007 | C10orf98	N.A.
HGNC:28524	HGNC:28524	SLC44A5	solute carrier family 44 member 5	Homo sapiens	204962	ENSG00000137968	L8EBE8 | B7Z5Y4 | Q8NCS7 | A0A0A0MRP1	PTHR12385	FLJ34081 | choline transporter-like protein 5 | solute carrier family 44, member 5 | CTL5 | MGC34032	MGI:3035141:Slc44a5
HGNC:28525	HGNC:28525	LINC01312	long intergenic non-protein coding RNA 1312	Homo sapiens	154089	ENSG00000223586	N.A.	N.A.	N.A.	N.A.
HGNC:28526	HGNC:28526	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	Homo sapiens	285203	ENSG00000163378	Q5NDL2 | C9JQM7 | Q8N329 | F5H225 | C9J4G5	PTHR20961	FLJ41219 | FLJ13078 | AOS4 | EGF domain-specific O-linked N-acetylglucosamine transferase | MGC34132 | FLJ33770 | AER61 glycosyltransferase | uncharacterized glycosyltransferase AER61 | extracellular O-linked N-acetylglucosamine transferase | EGF-O-GlcNAc transferase | EOGT1 | EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase | C3orf64 | AER61	MGI:2141669:Eogt
HGNC:28527	HGNC:28527	NXPE1	neurexophilin and PC-esterase domain family member 1	Homo sapiens	120400	ENSG00000095110	F5H6W7 | Q8N323 | F5H0Y6	N.A.	family with sequence similarity 55, member A | neurexophilin and PC-esterase domain family, member 1 | FAM55A | NXPE family member 1 | MGC34290 | hypothetical protein LOC120400	MGI:3584036:Nxpe5
HGNC:28528	HGNC:28528	UGT2A3	UDP glucuronosyltransferase family 2 member A3	Homo sapiens	79799	ENSG00000278216	Q6UWM9 | A0A0G2JRR8 | D6RBL8	N.A.	UDP glucuronosyltransferase 2 family, polypeptide A3 | UDPGT 2A3 | FLJ21934 | UDP-glucuronosyltransferase 2A3	MGI:1919344:Ugt2a3
HGNC:28529	HGNC:28529	IL34	interleukin 34	Homo sapiens	146433	ENSG00000157368	A0A024QZ87 | H3BPB7 | J3QQT3 | Q6ZMJ4	PTHR28606	MGC34647 | C16orf77 | interleukin-34 | IL-34	MGI:1923777:Il34
HGNC:2853	HGNC:2853	DGKG	diacylglycerol kinase gamma	Homo sapiens	1608	ENSG00000058866	Q2M589 | P49619 | H7C0L0	PTHR11255	DAGK3 | MGC104993 | diglyceride kinase gamma | DAG kinase gamma | MGC133330 | diacylglyerol kinase gamma | diacylglycerol kinase, gamma | DGK-GAMMA | diacylglycerol kinase, gamma 90kDa	MGI:105060:Dgkg
HGNC:28530	HGNC:28530	FAM76A	family with sequence similarity 76 member A	Homo sapiens	199870	ENSG00000009780	E9PQL1 | B1AJQ5 | Q8TAV0	PTHR46176	RP3-426I6.1 | family with sequence similarity 76, member A | hypothetical protein LOC199870 | FLJ41946 | MGC34648	MGI:2385211:Fam76a
HGNC:28531	HGNC:28531	TYSND1	trypsin like peroxisomal matrix peptidase 1	Homo sapiens	219743	ENSG00000156521	Q2T9J0	PTHR21004	peroxisomal matrix protein-processing protease | trypsin domain-containing protein 1 | peroxisome leader peptide-processing protease | trypsin domain containing 1 | MGC131934 | NET41 | peroxisomal leader peptide-processing protease | peroxisomal cysteine endopeptidase | FLJ40378 | MGC34695	MGI:1919017:Tysnd1
HGNC:28532	HGNC:28532	KIAA0825	KIAA0825	Homo sapiens	285600	ENSG00000185261	Q8IV33	PTHR33960	DKFZp686F0372 | MGC34713 | PAPA10 | uncharacterized protein KIAA0825 | FLJ27431 | C5orf36 | hypothetical protein LOC285600	MGI:1919621:2210408I21Rik
HGNC:28533	HGNC:28533	SLC25A41	solute carrier family 25 member 41	Homo sapiens	284427	ENSG00000181240	Q8N5S1	N.A.	solute carrier family 25, member 41 | APC4 | MGC34725 | FLJ40442	MGI:2144215:Slc25a41
HGNC:28534	HGNC:28534	C3orf22	chromosome 3 open reading frame 22	Homo sapiens	152065	ENSG00000180697	Q8N5N4	PTHR37875	MGC34728 | uncharacterized protein C3orf22 | hypothetical protein LOC152065	MGI:2679261:BC048671
HGNC:28535	HGNC:28535	CCDC83	coiled-coil domain containing 83	Homo sapiens	220047	ENSG00000150676	Q8IWF9 | H0YDV3	PTHR21468	HSD9 | coiled-coil domain-containing protein 83 | MGC34732 | CT148 | KP-CoT-23 | FLJ42119	MGI:1918255:Ccdc83
HGNC:28536	HGNC:28536	TBC1D21	TBC1 domain family member 21	Homo sapiens	161514	ENSG00000167139	L0R6Q7 | Q8IYX1 | H3BTA9	N.A.	male germ cell-specific expressed, containing a RabGAP domain | MGC34741 | MgcRabGAP | TBC1 domain family, member 21	MGI:1921536:Tbc1d21
HGNC:28537	HGNC:28537	TMEM252	transmembrane protein 252	Homo sapiens	169693	ENSG00000181778	Q8N6L7	PTHR35682	transmembrane protein C9orf71 | C9orf71 | RP11-274B18.1 | MGC34760	MGI:3583948:Tmem252
HGNC:28538	HGNC:28538	CLEC18C	C-type lectin domain family 18 member C	Homo sapiens	283971	ENSG00000157335	F5H550 | H3BSF2 | Q8NCF0 | H3BUD1	PTHR10334	mannose receptor-like protein 3 | MRCL | MGC34761 | C-type lectin domain family 18, member C | mannose receptor-like 3 | MRCL3	MGI:2672935:Clec18a
HGNC:28539	HGNC:28539	IZUMO1	izumo sperm-egg fusion 1	Homo sapiens	284359	ENSG00000182264	Q8IYV9 | M0R0B8	PTHR35540	izumo sperm-egg fusion protein 1 | IZUMO | FLJ61440 | OBF | MGC34799 | oocyte binding/fusion factor | sperm-specific protein Izumo	MGI:1920706:Izumo1
HGNC:2854	HGNC:2854	DGKH	diacylglycerol kinase eta	Homo sapiens	160851	ENSG00000102780	Q86XP1 | B4DYW1 | A8K0I1 | A0A0D9SF65 | A0A087WZ02 | A0A0D9SFR6	PTHR11255	DGK-eta | diglyceride kinase eta | DAG kinase eta | DKFZp761I1510 | DGKeta	MGI:2444188:Dgkh
HGNC:28541	HGNC:28541	C11orf42	chromosome 11 open reading frame 42	Homo sapiens	160298	ENSG00000180878	Q8N5U0	PTHR36872	uncharacterized protein C11orf42 | MGC34805 | hypothetical protein LOC160298	MGI:3643909:Gm5901
HGNC:28542	HGNC:28542	SLC22A24	solute carrier family 22 member 24	Homo sapiens	283238	ENSG00000197658	Q8N4F4 | A0A087WWM3	N.A.	MGC34821 | NET46 | solute carrier family 22, member 24 | hypothetical protein mgc34821 | steroid transmembrane transporter SLC22A24	N.A.
HGNC:28543	HGNC:28543	CYP1B1-AS1	CYP1B1 antisense RNA 1	Homo sapiens	285154	ENSG00000232973	N.A.	N.A.	hypothetical protein mgc34824 | MGC34824 | C2orf58	N.A.
HGNC:28544	HGNC:28544	FAM226A	family with sequence similarity 226 member A	Homo sapiens	203429	N.A.	N.A.	N.A.	NCRNA00246 | family with sequence similarity 226 member A (non-protein coding) | LINC00246A | NCRNA00246A | CXorf50	N.A.
HGNC:28547	HGNC:28547	C1orf87	chromosome 1 open reading frame 87	Homo sapiens	127795	ENSG00000162598	Q8N0U7 | C9JPP7	PTHR34830	FLJ44073 | CREF | uncharacterized protein C1orf87 | MGC34837 | hypothetical protein LOC127795	MGI:3650206:Gm12695
HGNC:2855	HGNC:2855	DGKI	diacylglycerol kinase iota	Homo sapiens	9162	ENSG00000157680	Q59GE2 | E9PFX6 | E7EM72 | E7EWQ4 | O75912 | A0A087WV00	PTHR11255	diacylglycerol kinase, iota | DGK-IOTA | DAG kinase iota | diglyceride kinase iota	MGI:2443430:Dgki
HGNC:28550	HGNC:28550	TMEM26	transmembrane protein 26	Homo sapiens	219623	ENSG00000196932	Q6ZUK4 | H7BXI3	PTHR22168	DKFZp686D09128 | MGC35010	MGI:2143537:Tmem26
HGNC:28553	HGNC:28553	C12orf54	chromosome 12 open reading frame 54	Homo sapiens	121273	ENSG00000177627	Q6X4T0 | A0A024R0Z1 | H0YIT5 | C9IYT5	N.A.	HSD-30 | uncharacterized protein C12orf54 | HSD-29 | MGC35033 | hypothetical protein LOC121273	MGI:1920552:1700031M16Rik
HGNC:28554	HGNC:28554	CFAP299	cilia and flagella associated protein 299	Homo sapiens	255119	ENSG00000197826	E7EPK2 | A0A087WX50 | Q6V702 | G5E9Y8	PTHR33588	MGC35043 | uncharacterized protein C4orf22 | hypothetical protein LOC255119 | C4orf22 | chromosome 4 open reading frame 22 | cilia- and flagella-associated protein 299	MGI:1916571:Cfap299
HGNC:28556	HGNC:28556	IQCK	IQ motif containing K	Homo sapiens	124152	ENSG00000174628	H3BRX5 | H3BV97 | B4E1V3 | H3BU74 | Q8N0W5 | Q96FR4 | H3BPX0 | B4DXE1 | I3L193	N.A.	MGC35048 | FLJ36575 | FLJ20115 | IQ domain-containing protein K	MGI:3612188:Iqck
HGNC:28557	HGNC:28557	KLHDC8B	kelch domain containing 8B	Homo sapiens	200942	ENSG00000185909	Q96DZ8 | Q8IXV7 | A0A024R2X4	N.A.	FLJ11302 | kelch domain-containing protein 8B | MGC35097 | CHL	MGI:1925517:Klhdc8b
HGNC:28558	HGNC:28558	TMCO5A	transmembrane and coiled-coil domains 5A	Homo sapiens	145942	ENSG00000166069	H0YLN2 | H0YL40 | H0YLD3 | A0A024R9I9 | Q8N6Q1 | H0YMD4 | H0YLW5	PTHR22422	testicular tissue protein Li 205 | FLJ35807 | TMCO5 | transmembrane and coiled-coil domain-containing protein 5A | transmembrane and coiled-coil domains 5 | MGC35118	MGI:1914606:Tmco5
HGNC:28559	HGNC:28559	UBE2U	ubiquitin conjugating enzyme E2 U	Homo sapiens	148581	ENSG00000177414	Q5VVX9 | A0A0A0MRP4 | A0A140VJY9 | V9GZ31 | V9GYA6	N.A.	ubiquitin-conjugating enzyme E2 U | testicular tissue protein Li 216 | MGC35130 | ubiquitin conjugating enzyme E2 U (putative) | ubiquitin conjugating enzyme E2U (putative) | E2 ubiquitin-conjugating enzyme U | ubiquitin-conjugating enzyme E2U (putative) | ubiquitin-protein ligase U | ubiquitin carrier protein U | RP4-636O23.1	MGI:3588216:Ube2u
HGNC:2856	HGNC:2856	DGKQ	diacylglycerol kinase theta	Homo sapiens	1609	ENSG00000145214	H0YA20 | P52824 | H0Y8Q7 | D6RJB4 | Q59FF7 | A0A140VKC1	PTHR11255	DAG kinase theta | DAGK7 | testis tissue sperm-binding protein Li 38a | diacylglycerol kinase, theta 110kDa | DAGK | DGK-theta | DAGK4 | diglyceride kinase theta	MGI:102918:Dgkq
HGNC:28560	HGNC:28560	CFL1P1	cofilin 1 pseudogene 1	Homo sapiens	142913	ENSG00000223820	N.A.	N.A.	MGC35136 | CFLP1	N.A.
HGNC:28561	HGNC:28561	LMNTD2	lamin tail domain containing 2	Homo sapiens	256329	ENSG00000275873	A0A0J9YXG3 | A0A0J9YX42 | E9PJR3 | Q8IXW0 | C9JV74	N.A.	uncharacterized protein C11orf35 | MGC35138 | lamin tail domain-containing protein 2 | C11orf35 | hypothetical protein LOC256329	MGI:1919250:Lmntd2
HGNC:28562	HGNC:28562	LRRC43	leucine rich repeat containing 43	Homo sapiens	254050	ENSG00000158113	Q8N309 | F5H0N3	N.A.	leucine-rich repeat-containing protein 43 | MGC35140	MGI:2685907:Lrrc43
HGNC:28563	HGNC:28563	TEX44	testis expressed 44	Homo sapiens	165100	ENSG00000177673	Q53QW1	PTHR37365	C2orf57 | chromosome 2 open reading frame 57 | hypothetical protein LOC165100 | MGC35154 | uncharacterized protein C2orf57 | testis-expressed protein 44	MGI:1919113:Tex44
HGNC:28565	HGNC:28565	FBXO39	F-box protein 39	Homo sapiens	162517	ENSG00000177294	I3L210 | Q8N4B4 | I3L1J5	N.A.	Fbx39 | FBOX39 | FLJ18190 | FLJ98753 | CT144 | F-box only protein 39 | MGC35179	MGI:3505735:Fbxo39
HGNC:28566	HGNC:28566	SAXO1	stabilizer of axonemal microtubules 1	Homo sapiens	158297	ENSG00000155875	Q8IYX7 | Q5VZT6 | F6S232 | B3KQ57	PTHR31516	FLJ35283 | MGC35182 | FAM154A | hypothetical protein LOC158297 | 4930500O09Rik | C9orf138 | family with sequence similarity 154, member A	MGI:1923061:Saxo1
HGNC:28567	HGNC:28567	CFAP107	chromosome 1 open reading frame 158	Homo sapiens	93190	ENSG00000157330	Q5VUY5 | Q8N1D5	PTHR31180	hypothetical protein LOC93190 | uncharacterized protein C1orf158 | MGC35194 | RP11-474O21.4 | DKFZp686C0236	MGI:1916614:1700012P22Rik
HGNC:28568	HGNC:28568	TEX33	testis expressed 33	Homo sapiens	339669	ENSG00000185264	O43247 | H0Y6N4	PTHR31702	testis-expressed sequence 33 protein | EAN57 | MGC35206 | cE81G9.2 | C22orf33 | testis-expressed protein 33	MGI:1920626:Tex33
HGNC:28569	HGNC:28569	MEIOB	meiosis specific with OB-fold	Homo sapiens	254528	ENSG00000162039	Q8N635 | H3BU10 | H3BU18 | H3BSU6	N.A.	gs129 | MGC35212 | meiosis-specific with OB domain-containing protein | hypothetical protein LOC254528 | SPGF22 | uncharacterized protein C16orf73 | meiosis specific with OB domains | C16orf73	MGI:1922428:Meiob
HGNC:2857	HGNC:2857	DGKZ	diacylglycerol kinase zeta	Homo sapiens	8525	ENSG00000149091	Q13574 | Q7Z5X8 | H0YEG2 | H0YDN6 | E9PNL8 | E9PNZ3 | E9PK94 | E9PKT3	PTHR11255	DAGK5 | DGK-ZETA | diglyceride kinase zeta | diacylglycerol kinase, zeta 104kDa | DAG kinase zeta | hDGKzeta | DAGK6	MGI:1278339:Dgkz
HGNC:28570	HGNC:28570	DNAAF6	dynein axonemal assembly factor 6	Homo sapiens	139212	ENSG00000080572	Q9NQM4	PTHR21083	hypothetical protein LOC139212 | CILD36 | sarcoma antigen NY-SAR-97 | CXorf41 | dynein assembly factor 6, axonemal | uncharacterized protein CXorf41 | PIH1 domain-containing protein 3 | PIH1 domain containing 3 | TWISTER | PIH1D3 | NYSAR97 | MGC35261	MGI:1921958:Dnaaf6 | MGI:3607720:Dnaaf6b
HGNC:28571	HGNC:28571	LYSMD2	LysM domain containing 2	Homo sapiens	256586	ENSG00000140280	Q8IV50 | H0YK98	N.A.	DKFZp686I2243 | lysM and putative peptidoglycan-binding domain-containing protein 2 | LysM, putative peptidoglycan-binding, domain containing 2 | MGC35274	MGI:1917332:Lysmd2
HGNC:28572	HGNC:28572	FRMPD2	FERM and PDZ domain containing 2	Homo sapiens	143162	ENSG00000170324	B4E1N9 | Q68DX3 | A0A1B0GUQ4 | A0A1B0GV40 | D3DX87	PTHR19964	PDZK4 | PDZ domain-containing protein 5C | PDZ domain containing 5C | PDZD5C | MGC178184 | MGC90186 | MGC178187 | MGC35285 | MGC87777 | PDZ domain-containing protein 4 | MGC87776 | PDZK5C | FERM and PDZ domain-containing protein 2	MGI:2685472:Frmpd2
HGNC:28573	HGNC:28573	MS4A15	membrane spanning 4-domains A15	Homo sapiens	219995	ENSG00000166961	Q8N5U1 | B4DTI9 | E7ET34	PTHR23320	MGC35295 | membrane-spanning 4-domains, subfamily A, member 15 | FLJ34527 | membrane-spanning 4-domains subfamily A member 15	MGI:3617853:Ms4a15
HGNC:28574	HGNC:28574	PRR18	proline rich 18	Homo sapiens	285800	ENSG00000176381	E9PL31 | Q8N4B5	N.A.	proline rich region 18 | proline-rich protein 18 | MGC35308 | hypothetical protein mgc35308	MGI:2443403:Prr18
HGNC:28577	HGNC:28577	AMDHD1	amidohydrolase domain containing 1	Homo sapiens	144193	ENSG00000139344	H0YI62 | B3KVC5 | Q96NU7 | A0A024RBD9	PTHR42752	amidohydrolase domain-containing protein 1 | probable imidazolonepropionase | HMFT1272 | MGC35366	MGI:1919011:Amdhd1
HGNC:28578	HGNC:28578	PSTK	phosphoseryl-tRNA kinase	Homo sapiens	118672	ENSG00000179988	Q8IV42 | H7BYY4	N.A.	MGC35392 | O-phosphoseryl-tRNA(Sec) kinase | L-seryl-tRNA(Sec) kinase | C10orf89	MGI:2685945:Pstk
HGNC:2858	HGNC:2858	DGUOK	deoxyguanosine kinase	Homo sapiens	1716	ENSG00000114956	Q9BVK7 | E5KSL5 | E5KSL6 | Q16854 | D6W5I0 | A0A0S2Z3N1 | A0A0S2Z3T7	N.A.	MTDPS3 | deoxyguanosine kinase, mitochondrial | NCPH | dGK | deoxyadenosine kinase, mitochondrial | mitochondrial deoxyguanosine kinase | PEOB4	MGI:1351602:Dguok
HGNC:28580	HGNC:28580	RTP1	receptor transporter protein 1	Homo sapiens	132112	ENSG00000175077	P59025	PTHR14402	receptor transporting protein 1 | zinc finger, 3CxxC-type 1 | Z3CXXC1 | receptor-transporting protein 1 | receptor (chemosensory) transporter protein 1 | 3CxxC-type zinc finger protein 1 | MGC35450	MGI:2685450:Rtp1
HGNC:28581	HGNC:28581	LINC02907	chromosome 9 putative open reading frame 62	Homo sapiens	157927	ENSG00000178243	Q8N4C0	N.A.	MGC35463 | RP11-555H7.1 | putative uncharacterized protein C9orf62 | chromosome 9 open reading frame 62	N.A.
HGNC:28582	HGNC:28582	RPP38-DT	RPP38 divergent transcript	Homo sapiens	221060	ENSG00000176236	Q8N326	N.A.	MGC35468 | uncharacterized protein C10orf111 | hypothetical protein LOC221060 | bA455B2.4 | C10orf111 | chromosome 10 open reading frame 111	N.A.
HGNC:28583	HGNC:28583	RSPO2	R-spondin 2	Homo sapiens	340419	ENSG00000147655	B3KVP3 | E5RGU9 | Q6UXX9 | A0A024R9I4 | A0A590UJ52 | E5RH25	PTHR23275	MGC43342 | R-spondin 2 homolog | R-spondin-2 | TETAMS2 | HHRRD | MGC35555 | hRspo2 | CRISTIN2 | roof plate-specific spondin-2	MGI:1922667:Rspo2
HGNC:28584	HGNC:28584	KCNJ5-AS1	chromosome 11 open reading frame 45	Homo sapiens	219833	ENSG00000174370	Q8TAV5 | A0A024R3N7	N.A.	putative uncharacterized protein C11orf45 | MGC35558 | FLJ43646	N.A.
HGNC:28585	HGNC:28585	NOL12	nucleolar protein 12	Homo sapiens	79159	ENSG00000273899	Q9UGY1 | A0A024R1M6 | L8E965	PTHR14577	FLJ34609 | dJ37E16.7 | Nop25 | MGC3731	MGI:2146285:Nol12
HGNC:28586	HGNC:28586	ZNF205-AS1	ZNF205 antisense RNA 1	Homo sapiens	81854	N.A.	N.A.	N.A.	RP11-473M20.15	N.A.
HGNC:28587	HGNC:28587	FAM110B	family with sequence similarity 110 member B	Homo sapiens	90362	ENSG00000169122	B3KRT5 | Q8TC76 | A0A024R7V5	PTHR14758	hypothetical protein LOC90362 | family with sequence similarity 110, member B | MGC39325 | C8orf72	MGI:1916593:Fam110b
HGNC:28588	HGNC:28588	CIRBP-AS1	CIRBP antisense RNA 1	Homo sapiens	148046	ENSG00000267493	Q8TBR5	N.A.	C19orf23 | MGC39338	N.A.
HGNC:28589	HGNC:28589	CXorf38	chromosome X open reading frame 38	Homo sapiens	159013	ENSG00000185753	Q8TB03	PTHR35083	uncharacterized protein CXorf38 | hypothetical protein LOC159013 | MGC39350	MGI:1916405:1810030O07Rik
HGNC:2859	HGNC:2859	DHCR24	24-dehydrocholesterol reductase	Homo sapiens	1718	ENSG00000116133	A0A3B3ITT9 | A0A3B3IT58 | A0A3B3ISR5 | A0A3B3IRV7 | Q15392 | A0A0A0MTI1	PTHR10801	Nbla03646 | selective AD indicator 1 | seladin 1 | seladin-1 | 3-beta-hydroxysterol delta-24-reductase | SELADIN1 | DCE | diminuto/dwarf1 homolog | KIAA0018 | 3 beta-hydroxysterol delta 24-reductase | desmosterol-to-cholesterol enzyme | delta(24)-sterol reductase	MGI:1922004:Dhcr24
HGNC:28590	HGNC:28590	SERPINB9P1	serpin family B member 9 pseudogene 1	Homo sapiens	221756	ENSG00000230438	N.A.	N.A.	serpin peptidase inhibitor, clade B (ovalbumin), member 9, pseudogene 1 | SERPINB9P	N.A.
HGNC:28591	HGNC:28591	HEXIM2	HEXIM P-TEFb complex subunit 2	Homo sapiens	124790	ENSG00000168517	K7EIM4 | K7EJA3 | K7ELS4 | K7ERG7 | Q96MH2 | K7ESM2	PTHR13469	hexamethylene-bis-acetamide-inducible transcript 2 | FLJ32384 | L3 | hexamethylene bisacetamide inducible 2 | hexamethylene bis-acetamide-inducible protein 2 | hexamethylene bis-acetamide inducible 2 | MAQ1 paralog | hexamthylene bis-acetamide inducible 2	MGI:1918309:Hexim2
HGNC:28592	HGNC:28592	GLIPR1L2	GLIPR1 like 2	Homo sapiens	144321	ENSG00000180481	Q4G1C9	PTHR10334	GLI pathogenesis-related 1 like 2 | MGC39497 | GLI pathogenesis related 1 like 2 | GLIPR1-like protein 2	MGI:1914787:Glipr1l2
HGNC:28593	HGNC:28593	FAM126B	family with sequence similarity 126 member B	Homo sapiens	285172	ENSG00000155744	C9JTA1 | C9J115 | B3KUG1 | C9JNS4 | Q8IXS8 | F8W7X4	PTHR31220	HYCC2 | FLJ42947 | family with sequence similarity 126, member B | hypothetical protein LOC285172 | FLJ37917 | FLJ10981 | MGC39518	MGI:1098784:Fam126b
HGNC:28594	HGNC:28594	GARIN6	family with sequence similarity 71 member C	Homo sapiens	196472	ENSG00000180219	Q8NEG0	N.A.	MGC39520 | hypothetical protein LOC196472 | family with sequence similarity 71, member C	N.A.
